ID,Name,Classification per User,Provider Email,Date of Release,Consoles,Owners,Developers,Genres,Multiplayer Options,Online Features,Platforms,Modes,DLC Availability,Prices in dollars,Metacritic Scores,ESRB Content Ratings,System Requirements,Physical Releases,Awards
439,Forgotten Legends Horizon's Edge,7,EnchantedExplorer@hotmail.com,2016-06-04,PlayStation,Square Enix,Respawn Entertainment,Action,Competitive Local,Downloadable Content (DLC),Wii,Story Mode,Free DLC,6.94,81,Early Childhood,"Minimum: macOS Catalina, Intel Core i3, 8 GB RAM, AMD Radeon RX 570, 50 GB storage",Limited Edition,Best Fighting Game
440,Celestial Adventure Beyond the Horizon,7,EchoExplorer@gmail.com,1996-11-22,Nintendo Switch,Sony Interactive Entertainment,Bungie,Adventure,Online Multiplayer,Cloud Saves,Wii,Story Mode,Paid DLC,10.0,95,Teen,"Recommended: Ubuntu 22.04 LTS, AMD Ryzen 7, 16 GB RAM, NVIDIA GeForce RTX 3070, 100 GB storage",Anniversary Edition,Best Direction
441,Lunar Chronicles Phoenix Reborn,10,EchoingExplorer@gmail.com,1983-09-15,PlayStation,Warner Bros. Interactive Entertainment,Nintendo EAD,Adventure,Cross-platform Multiplayer,Online Chat,Nintendo 64,Survival,Paid DLC,5.0,9,Early Childhood,"Minimum: Windows 10, Intel Core i5, 8 GB RAM, NVIDIA GeForce GTX 1060, 50 GB storage",Premium Edition,Best Game Design
442,Cosmic Journey Dreamscape Chronicles,10,DreamyDrifter@hotmail.com,2003-06-30,GameCube,Tencent Games,Square Enix,Action,Competitive Local,Online Leaderboards,Nintendo DS,Custom Mode,Free DLC,5.0,35,Mature,"Minimum: Windows 10, Intel Core i5, 8 GB RAM, NVIDIA GeForce GTX 1060, 50 GB storage",Game of the Year Edition,Best Soundtrack
443,Infernal Adventure Mythos Ascendant,3,SereneSafari@yahoo.com,1983-07-04,Nintendo Switch,Valve,Guerrilla Games,Adventure,Online Multiplayer,Server Browser,Nintendo Switch,Single Player,Paid DLC,10.0,80,Early Childhood,"Minimum: macOS Catalina, Intel Core i3, 8 GB RAM, AMD Radeon RX 570, 50 GB storage",Platinum Hits,Best Adventure Game
444,Enchanted Quest Origins Revealed,5,WanderersWhisper@gmail.com,2008-09-07,Nintendo Switch,CD Projekt,Ubisoft Montreal,Adventure,Online Multiplayer,Streaming Integration,Nintendo 3DS,Offline,Available,9.28,14,Adults Only,"Minimum: Ubuntu 20.04 LTS, AMD Ryzen 5, 8 GB RAM, AMD Radeon RX 580, 50 GB storage",Platinum Hits,Best Narrative
445,Dragon Saga Shadows of Destiny,7,NomadicNirvana@hotmail.com,2003-12-15,PlayStation,Rockstar Games,Guerrilla Games,Adventure,Online Multiplayer,In-game Purchases,Wii U,Story Mode,Free DLC,10.0,56,Mature,"Recommended: Windows 11, Intel Core i7, 16 GB RAM, NVIDIA GeForce RTX 3060, 100 GB storage",Special Edition,Best Indie Game
446,Mythic Adventure Legends Unbound,10,EnchantedExplorer@yahoo.com,1981-09-11,Sega Genesis,Bethesda Softworks,Kojima Productions,Action,LAN Co-op,Streaming Integration,Nintendo 64,Cooperative,Free DLC,8.91,73,Everyone 10+,"Recommended: Windows 11, Intel Core i7, 16 GB RAM, NVIDIA GeForce RTX 3060, 100 GB storage",Game of the Year Edition,Best Visuals
447,Eternal Legend Echoes of Eternity,9,WanderlustWisp@yahoo.com,1980-11-12,Nintendo 64,Tencent Games,Kojima Productions,Adventure,LAN Multiplayer,Online Tournaments,Wii,Time Trial,Expansion Pack,9.96,57,Adults Only,"Recommended: macOS Monterey, Apple M1 chip, 16 GB RAM, AMD Radeon Pro 5600M, 100 GB storage",Definitive Edition,Best Performance
448,Emerald Legends Mythos Ascendant,5,SereneSafari@outlook.com,2009-11-11,Nintendo 64,Sony Interactive Entertainment,Guerrilla Games,Adventure,Local Multiplayer,Downloadable Content (DLC),Nintendo Switch,Campaign,Planned,9.14,51,Adults Only,"Minimum: macOS Catalina, Intel Core i3, 8 GB RAM, AMD Radeon RX 570, 50 GB storage",Day One Edition,Most Anticipated
449,Lunar Chronicles Enigma Unleashed,6,TranquilTrekker@outlook.com,1999-01-19,Sega Genesis,Valve,Valve,Action,Competitive LAN,Online Challenges,Nintendo Switch,Single Player,Free DLC,10.0,69,Everyone 10+,"Recommended: macOS Monterey, Apple M1 chip, 16 GB RAM, AMD Radeon Pro 5600M, 100 GB storage",Day One Edition,Best Narrative
450,Cosmic Journey Twilight's Embrace,6,SecretGardenAdventurer@hotmail.com,2002-05-09,PlayStation,CD Projekt,Square Enix,Adventure,LAN Multiplayer,User-generated Content,Game Boy Advance,Free Play,Available,10.0,1,Teen,"Minimum: Ubuntu 20.04 LTS, AMD Ryzen 5, 8 GB RAM, AMD Radeon RX 580, 50 GB storage",Standard Edition,Best Adventure Game
451,Dragon Saga Elysium's Embrace,5,AdventureEnthusiast@gmail.com,2014-03-17,PlayStation,Epic Games,Bethesda Game Studios,Action,LAN Multiplayer,Matchmaking,Wii,Story Mode,Expansion Pack,10.0,10,Mature,"Minimum: Windows 10, Intel Core i5, 8 GB RAM, NVIDIA GeForce GTX 1060, 50 GB storage",Day One Edition,Game of the Year
452,Celestial Adventure Infinity's Echo,5,TranquilTrekker@yahoo.com,2002-04-24,PlayStation,Sega,Naughty Dog,Adventure,Online Multiplayer,Voice Chat,Nintendo DS,Practice Mode,Planned,5.85,67,Everyone,"Recommended: Windows 11, Intel Core i7, 16 GB RAM, NVIDIA GeForce RTX 3060, 100 GB storage",Special Edition,Best Narrative
453,Solar Odyssey Realm of Dreams,6,SereneNomad@outlook.com,1982-11-23,Nintendo 64,Take-Two Interactive,Capcom,Adventure,Local Co-op,Voice Chat,Nintendo DS,Campaign,Not Available,8.28,64,Adults Only,"Recommended: Ubuntu 22.04 LTS, AMD Ryzen 7, 16 GB RAM, NVIDIA GeForce RTX 3070, 100 GB storage",Gold Edition,Best Sports Game
454,Mystic Quest Apex of Adventure,4,WanderersWhisper@hotmail.com,1987-01-24,PlayStation,Sony Interactive Entertainment,Guerrilla Games,Adventure,Online Multiplayer,In-game Purchases,Nintendo 3DS,Offline,Paid DLC,5.12,77,Early Childhood,"Recommended: Windows 11, Intel Core i7, 16 GB RAM, NVIDIA GeForce RTX 3060, 100 GB storage",Limited Edition,Best Sports Game
455,Forgotten Legends Chronicles of Discovery,2,BlossomTrailblazer@yahoo.com,2011-06-13,Nintendo Switch,Capcom,Bungie,Adventure,Couch Multiplayer,Online Challenges,Wii U,Tutorial,Season Pass,6.16,78,Adults Only,"Recommended: Windows 11, Intel Core i7, 16 GB RAM, NVIDIA GeForce RTX 3060, 100 GB storage",Anniversary Edition,Most Anticipated
456,Starlight Odyssey Origins Revealed,3,WanderersWhisper@outlook.com,2013-11-05,GameCube,Electronic Arts,Kojima Productions,Adventure,Competitive Online,In-game Purchases,Wii U,Survival,Free DLC,9.86,9,Adults Only,"Minimum: Ubuntu 20.04 LTS, AMD Ryzen 5, 8 GB RAM, AMD Radeon RX 580, 50 GB storage",Standard Edition,Best Game Design
457,Neon Quest Realm of Dreams,1,EnchantedExplorer@hotmail.com,2008-05-02,GameCube,Epic Games,Insomniac Games,Action,LAN Co-op,Server Browser,Game Boy Advance,Single Player,Free DLC,5.0,88,Adults Only,"Recommended: Ubuntu 22.04 LTS, AMD Ryzen 7, 16 GB RAM, NVIDIA GeForce RTX 3070, 100 GB storage",Limited Edition,Best Direction
458,Mystic Quest Heroes Reborn,2,MoonlitWanderer@outlook.com,1988-09-13,PlayStation,Activision,Gearbox Software,Adventure,Competitive Online,Cloud Saves,Wii,Cooperative,Season Pass,8.94,49,Everyone,"Recommended: Windows 11, Intel Core i7, 16 GB RAM, NVIDIA GeForce RTX 3060, 100 GB storage",Special Edition,Best Adventure Game
459,Mythic Adventure Astral Ascension,9,WanderersWhisper@gmail.com,2019-09-30,GameCube,THQ Nordic,Naughty Dog,Adventure,Cross-platform Multiplayer,Season Pass,Wii U,Story Mode,Not Available,8.81,2,Teen,"Minimum: macOS Catalina, Intel Core i3, 8 GB RAM, AMD Radeon RX 570, 50 GB storage",Standard Edition,Game of the Year
460,Twilight Saga Origins Revealed,7,ZenTrailblazer@hotmail.com,1981-01-13,PlayStation,Microsoft Studios,CD Projekt Red,Action,Split Screen,In-game Purchases,Wii U,Campaign,Not Available,6.46,2,Everyone,"Recommended: Windows 11, Intel Core i7, 16 GB RAM, NVIDIA GeForce RTX 3060, 100 GB storage",Platinum Hits,Best Indie Game
461,Mythic Adventure Dreamscape Chronicles,1,WanderersWhisper@hotmail.com,1993-11-06,Nintendo Switch,Ubisoft,Capcom,Action,Online Co-op,Matchmaking,Nintendo Switch,Time Trial,Not Available,5.56,94,Mature,"Minimum: Ubuntu 20.04 LTS, AMD Ryzen 5, 8 GB RAM, AMD Radeon RX 580, 50 GB storage",Gold Edition,Best Fighting Game
462,Mythic Adventure Odyssey of the Ancients,7,SereneSafari@yahoo.com,1999-08-11,Nintendo Switch,Warner Bros. Interactive Entertainment,Kojima Productions,Action,Competitive LAN,Online Leaderboards,Nintendo 3DS,Tutorial,Planned,10.0,31,Mature,"Minimum: macOS Catalina, Intel Core i3, 8 GB RAM, AMD Radeon RX 570, 50 GB storage",Enhanced Edition,Best Performance
463,Eternal Legend Twilight's Embrace,9,EchoingExplorer@hotmail.com,1988-03-22,Nintendo Switch,Epic Games,Bioware,Action,Competitive LAN,Downloadable Content (DLC),Wii U,Single Player,Planned,10.0,91,Everyone 10+,"Minimum: Ubuntu 20.04 LTS, AMD Ryzen 5, 8 GB RAM, AMD Radeon RX 580, 50 GB storage",Anniversary Edition,Best Fighting Game
464,Frozen Journey Legends Unbound,9,DreamingDrifter@gmail.com,1986-08-22,GameCube,THQ Nordic,Naughty Dog,Adventure,Competitive LAN,Downloadable Content (DLC),Nintendo Switch,Practice Mode,Free DLC,10.0,38,Teen,"Minimum: Ubuntu 20.04 LTS, AMD Ryzen 5, 8 GB RAM, AMD Radeon RX 580, 50 GB storage",Anniversary Edition,Best Performance
465,Cosmic Journey Origins Revealed,10,WanderersWhisper@hotmail.com,2010-09-18,PlayStation,THQ Nordic,Insomniac Games,Adventure,Split Screen,Online Leaderboards,Nintendo Switch,Online,Planned,9.61,64,Everyone,"Minimum: Ubuntu 20.04 LTS, AMD Ryzen 5, 8 GB RAM, AMD Radeon RX 580, 50 GB storage",Ultimate Edition,Most Anticipated
466,Infernal Adventure Epoch of Legends,8,DreamingDrifter@yahoo.com,1986-01-25,Sega Genesis,Square Enix,Ubisoft Montreal,Action,Split Screen,Voice Chat,Nintendo DS,Campaign,Available,5.0,99,Mature,"Recommended: macOS Monterey, Apple M1 chip, 16 GB RAM, AMD Radeon Pro 5600M, 100 GB storage",Premium Edition,Fan Favorite
467,Infernal Adventure Elysium's Embrace,9,EternalExplorer@hotmail.com,2017-10-27,Nintendo 64,Square Enix,Square Enix,Adventure,Couch Multiplayer,Season Pass,Nintendo 64,Campaign,Planned,10.0,38,Early Childhood,"Recommended: Ubuntu 22.04 LTS, AMD Ryzen 7, 16 GB RAM, NVIDIA GeForce RTX 3070, 100 GB storage",Enhanced Edition,Best Multiplayer Game
468,Twilight Saga Nexus Unveiled,7,SereneNomad@gmail.com,2000-02-20,Nintendo 64,Epic Games,Epic Games,Action,Competitive Online,Streaming Integration,Nintendo DS,Offline,Season Pass,5.0,41,Early Childhood,"Minimum: macOS Catalina, Intel Core i3, 8 GB RAM, AMD Radeon RX 570, 50 GB storage",Gold Edition,Best Innovation
469,Neon Quest Odyssey's End,3,BlossomTrailblazer@hotmail.com,2013-09-30,PlayStation,Rockstar Games,Epic Games,Adventure,LAN Multiplayer,Live Events,Nintendo 64,Survival,Expansion Pack,6.14,87,Mature,"Minimum: Ubuntu 20.04 LTS, AMD Ryzen 5, 8 GB RAM, AMD Radeon RX 580, 50 GB storage",Ultimate Edition,Best Direction
470,Mystic Quest Odyssey's End,8,EnchantedEclipse@yahoo.com,2003-11-01,Sega Genesis,Tencent Games,Infinity Ward,Action,Competitive LAN,Downloadable Content (DLC),Nintendo DS,Cooperative,Expansion Pack,5.92,87,Teen,"Minimum: macOS Catalina, Intel Core i3, 8 GB RAM, AMD Radeon RX 570, 50 GB storage",Complete Edition,Best Indie Game
471,Lunar Chronicles Infinity's Reach,6,EchoExplorer@yahoo.com,1996-04-06,Nintendo Switch,Sega,Capcom,Adventure,Local Co-op,Cloud Saves,Nintendo DS,Challenge Mode,Available,5.14,9,Everyone 10+,"Recommended: Windows 11, Intel Core i7, 16 GB RAM, NVIDIA GeForce RTX 3060, 100 GB storage",Collector's Edition,Best Performance
472,Dreamy Odyssey Echoes of Eternity,10,WanderersWhisper@gov.com,2018-01-22,Nintendo 64,Ubisoft,Insomniac Games,Adventure,Cross-platform Multiplayer,Online Chat,Nintendo Switch,Competitive,Expansion Pack,10.0,4,Teen,"Recommended: macOS Monterey, Apple M1 chip, 16 GB RAM, AMD Radeon Pro 5600M, 100 GB storage",Special Edition,Best Multiplayer Game
473,Cyber Quest Epoch of Legends,7,WanderersWhim@gov.com,1995-03-16,GameCube,Tencent Games,Nintendo EAD,Action,Couch Multiplayer,Cloud Saves,Nintendo DS,Custom Mode,Available,7.72,17,Adults Only,"Minimum: macOS Catalina, Intel Core i3, 8 GB RAM, AMD Radeon RX 570, 50 GB storage",Anniversary Edition,Best Visuals
474,Forgotten Legends Odyssey's End,5,SereneNomad@gmail.com,2004-10-15,Nintendo Switch,Sega,Guerrilla Games,Action,Competitive LAN,Voice Chat,GameCube,Offline,Free DLC,8.48,36,Adults Only,"Recommended: Windows 11, Intel Core i7, 16 GB RAM, NVIDIA GeForce RTX 3060, 100 GB storage",Enhanced Edition,Best Sports Game
475,Emerald Legends Apex of Adventure,8,AuroraSeeker@hotmail.com,2008-10-23,Nintendo Switch,Bandai Namco Entertainment,Bethesda Game Studios,Action,LAN Co-op,Matchmaking,GameCube,Survival,Expansion Pack,8.9,63,Early Childhood,"Recommended: macOS Monterey, Apple M1 chip, 16 GB RAM, AMD Radeon Pro 5600M, 100 GB storage",Day One Edition,Game of the Year
476,Twilight Saga Heroes Reborn,2,EtherealExplorer@gmail.com,2008-07-07,PlayStation,Bandai Namco Entertainment,Naughty Dog,Adventure,Couch Multiplayer,Season Pass,GameCube,Story Mode,Expansion Pack,5.55,45,Adults Only,"Minimum: macOS Catalina, Intel Core i3, 8 GB RAM, AMD Radeon RX 570, 50 GB storage",Gold Edition,Best Multiplayer Game
477,Frozen Journey Infinity's Echo,4,NomadicNirvana@yahoo.com,2019-01-30,Sega Genesis,Nintendo,Ubisoft Montreal,Action,Competitive LAN,Streaming Integration,Game Boy Advance,Challenge Mode,Planned,7.56,14,Teen,"Minimum: Ubuntu 20.04 LTS, AMD Ryzen 5, 8 GB RAM, AMD Radeon RX 580, 50 GB storage",Day One Edition,Fan Favorite
478,Frozen Journey Odyssey of the Ancients,8,SereneSafari@hotmail.com,2013-04-14,Nintendo 64,Nintendo,Valve,Adventure,Competitive Online,Online Tournaments,Nintendo DS,Competitive,Not Available,5.6,99,Early Childhood,"Recommended: Ubuntu 22.04 LTS, AMD Ryzen 7, 16 GB RAM, NVIDIA GeForce RTX 3070, 100 GB storage",Signature Edition,Best Game Design
479,Elemental Saga Infinity's Echo,6,EtherealExplorer@gov.com,1980-04-03,Nintendo 64,Warner Bros. Interactive Entertainment,Ubisoft Montreal,Action,Couch Co-op,Cross-platform Play,Wii,Practice Mode,Season Pass,10.0,41,Everyone,"Minimum: macOS Catalina, Intel Core i3, 8 GB RAM, AMD Radeon RX 570, 50 GB storage",Standard Edition,Best Strategy Game
480,Enchanted Quest Heroes Reborn,10,DreamingDrifter@gov.com,1986-10-16,Nintendo 64,Nintendo,Gearbox Software,Adventure,Competitive Local,Online Challenges,Wii,Offline,Expansion Pack,10.0,23,Early Childhood,"Minimum: Windows 10, Intel Core i5, 8 GB RAM, NVIDIA GeForce GTX 1060, 50 GB storage",Day One Edition,Best Innovation
481,Eternal Legend Origins Revealed,8,EnchantedJourney@outlook.com,1981-11-30,Nintendo 64,Square Enix,Bungie,Adventure,Competitive LAN,Server Browser,Nintendo DS,Competitive,Free DLC,5.0,1,Everyone 10+,"Minimum: Windows 10, Intel Core i5, 8 GB RAM, NVIDIA GeForce GTX 1060, 50 GB storage",Special Edition,Best Action Game
482,Mystic Quest Infinity's Reach,5,WhisperingWanderer@gov.com,1990-10-13,Nintendo 64,CD Projekt,Gearbox Software,Adventure,Competitive Online,Server Browser,Nintendo Switch,Multiplayer,Free DLC,10.0,67,Everyone,"Recommended: Windows 11, Intel Core i7, 16 GB RAM, NVIDIA GeForce RTX 3060, 100 GB storage",Limited Edition,Best Multiplayer Game
483,Frozen Journey Mythos Ascendant,5,MountainSeeker@yahoo.com,1981-08-06,PlayStation,Bandai Namco Entertainment,CD Projekt Red,Adventure,Online Co-op,Online Leaderboards,Nintendo 64,Survival,Available,7.73,27,Mature,"Recommended: Ubuntu 22.04 LTS, AMD Ryzen 7, 16 GB RAM, NVIDIA GeForce RTX 3070, 100 GB storage",Steelbook Edition,Best Visuals
484,Abyssal Journey Legacy of Light,8,SunflowerDreamer@gmail.com,1986-06-22,GameCube,Electronic Arts,Bioware,Adventure,Online Multiplayer,Online Challenges,Wii U,Multiplayer,Expansion Pack,5.0,7,Teen,"Minimum: macOS Catalina, Intel Core i3, 8 GB RAM, AMD Radeon RX 570, 50 GB storage",Collector's Edition,Best Indie Game
485,Neon Quest Odyssey of the Ancients,4,EternalExplorer@yahoo.com,1985-01-08,Nintendo 64,Capcom,Guerrilla Games,Action,Online Multiplayer,Downloadable Content (DLC),Game Boy Advance,Multiplayer,Expansion Pack,7.6,20,Adults Only,"Recommended: macOS Monterey, Apple M1 chip, 16 GB RAM, AMD Radeon Pro 5600M, 100 GB storage",Game of the Year Edition,Best Soundtrack
486,Forgotten Legends Enigma Unleashed,7,EnchantedJourney@yahoo.com,2014-01-23,Sega Genesis,Sony Interactive Entertainment,Epic Games,Adventure,LAN Multiplayer,Online Chat,Nintendo 64,Single Player,Season Pass,9.87,23,Early Childhood,"Recommended: macOS Monterey, Apple M1 chip, 16 GB RAM, AMD Radeon Pro 5600M, 100 GB storage",Steelbook Edition,Best Multiplayer Game
487,Abyssal Journey Mythos Ascendant,5,WanderersWhisper@gov.com,2021-10-05,Sega Genesis,Take-Two Interactive,Kojima Productions,Action,Couch Co-op,Online Challenges,GameCube,Competitive,Planned,10.0,34,Everyone 10+,"Minimum: Windows 10, Intel Core i5, 8 GB RAM, NVIDIA GeForce GTX 1060, 50 GB storage",Premium Edition,Best Performance
488,Abyssal Journey Odyssey's End,9,WanderersWhim@gov.com,1992-12-02,Nintendo 64,Konami,Gearbox Software,Adventure,Online Co-op,Server Browser,Nintendo 3DS,Survival,Planned,5.79,24,Teen,"Minimum: Ubuntu 20.04 LTS, AMD Ryzen 5, 8 GB RAM, AMD Radeon RX 580, 50 GB storage",Limited Edition,Best Indie Game
489,Dreamy Odyssey Phoenix Reborn,8,NomadicNebula@gmail.com,1986-09-11,PlayStation,Capcom,Naughty Dog,Action,Couch Co-op,Season Pass,Nintendo DS,Practice Mode,Paid DLC,9.69,5,Teen,"Recommended: Windows 11, Intel Core i7, 16 GB RAM, NVIDIA GeForce RTX 3060, 100 GB storage",Special Edition,Best Action Game
490,Neon Quest Phoenix Reborn,7,DreamCatcherJourney@gov.com,2014-06-06,GameCube,Capcom,Infinity Ward,Action,Split Screen,Online Chat,Wii U,Single Player,Expansion Pack,10.0,46,Mature,"Minimum: Windows 10, Intel Core i5, 8 GB RAM, NVIDIA GeForce GTX 1060, 50 GB storage",Steelbook Edition,Best Visuals
491,Shadow Adventure Elysium's Embrace,4,WanderersWhim@outlook.com,1981-12-14,PlayStation,Epic Games,Insomniac Games,Adventure,LAN Multiplayer,Matchmaking,Wii U,Practice Mode,Planned,10.0,83,Early Childhood,"Recommended: Ubuntu 22.04 LTS, AMD Ryzen 7, 16 GB RAM, NVIDIA GeForce RTX 3070, 100 GB storage",Standard Edition,Fan Favorite
492,Neon Quest Astral Ascension,8,DreamyDrifter@outlook.com,2002-11-21,Nintendo 64,Bethesda Softworks,343 Industries,Adventure,Online Multiplayer,Cloud Saves,Nintendo DS,Cooperative,Expansion Pack,10.0,96,Early Childhood,"Minimum: Windows 10, Intel Core i5, 8 GB RAM, NVIDIA GeForce GTX 1060, 50 GB storage",Game of the Year Edition,Best Direction
493,Solar Odyssey Dreamscape Chronicles,7,EnchantedJourney@outlook.com,1988-10-03,GameCube,Sega,Epic Games,Adventure,LAN Multiplayer,Online Tournaments,Nintendo Switch,Tutorial,Expansion Pack,10.0,76,Everyone,"Minimum: Windows 10, Intel Core i5, 8 GB RAM, NVIDIA GeForce GTX 1060, 50 GB storage",Standard Edition,Best Adventure Game
494,Eternal Legend Infinity's Echo,3,DreamCatcherJourney@hotmail.com,1983-03-04,Sega Genesis,Take-Two Interactive,Kojima Productions,Action,Local Multiplayer,Cloud Saves,Nintendo 64,Practice Mode,Available,10.0,29,Mature,"Recommended: macOS Monterey, Apple M1 chip, 16 GB RAM, AMD Radeon Pro 5600M, 100 GB storage",Limited Edition,Best Sports Game
495,Emerald Legends Legacy of Light,2,WanderersWhim@gov.com,2003-08-07,PlayStation,Capcom,CD Projekt Red,Adventure,Competitive Local,Online Events,Game Boy Advance,Challenge Mode,Planned,10.0,52,Everyone,"Recommended: Windows 11, Intel Core i7, 16 GB RAM, NVIDIA GeForce RTX 3060, 100 GB storage",Ultimate Edition,Best Indie Game
496,Eternal Legend Astral Ascension,1,EnchantedEclipse@hotmail.com,1992-01-05,Sega Genesis,Bandai Namco Entertainment,Infinity Ward,Adventure,LAN Co-op,Season Pass,Wii,Time Trial,Free DLC,10.0,76,Early Childhood,"Minimum: Ubuntu 20.04 LTS, AMD Ryzen 5, 8 GB RAM, AMD Radeon RX 580, 50 GB storage",Special Edition,Best RPG
497,Infinite Legends Elysium's Embrace,10,WanderersWhisper@yahoo.com,2000-09-14,PlayStation,Epic Games,Epic Games,Adventure,Split Screen,Server Browser,Game Boy Advance,Campaign,Planned,10.0,73,Adults Only,"Recommended: macOS Monterey, Apple M1 chip, 16 GB RAM, AMD Radeon Pro 5600M, 100 GB storage",Gold Edition,Best Sports Game
498,Infernal Adventure Nexus Unveiled,6,WanderersWhisper@gov.com,2017-03-26,Nintendo 64,Bandai Namco Entertainment,343 Industries,Adventure,LAN Co-op,User-generated Content,GameCube,Challenge Mode,Expansion Pack,10.0,46,Mature,"Recommended: macOS Monterey, Apple M1 chip, 16 GB RAM, AMD Radeon Pro 5600M, 100 GB storage",Day One Edition,Best Innovation
499,Abyssal Journey Elysium's Embrace,1,WildflowerChild@yahoo.com,1988-11-16,Sega Genesis,Activision,CD Projekt Red,Adventure,Local Multiplayer,Online Events,Nintendo 3DS,Single Player,Free DLC,10.0,50,Teen,"Recommended: Ubuntu 22.04 LTS, AMD Ryzen 7, 16 GB RAM, NVIDIA GeForce RTX 3070, 100 GB storage",Complete Edition,Best Action Game
500,Celestial Adventure Chronicles of Discovery,8,ZenTrailblazer@gov.com,2003-09-11,Sega Genesis,Activision,343 Industries,Action,Local Co-op,Online Events,Game Boy Advance,Story Mode,Planned,10.0,18,Teen,"Minimum: Windows 10, Intel Core i5, 8 GB RAM, NVIDIA GeForce GTX 1060, 50 GB storage",Day One Edition,Best Sports Game
